===== BOT A =====
[connect] wss://poker-bot-arena.fly.dev/ws as Prometheus (A)
[welcome] seat=0 config={'variant': 'HUNL', 'seats': 3, 'starting_stack': 6000, 'sb': 50, 'bb': 100}
[hand H-20251113-00000] start | button=Prometheus (A)
[hand H-20251113-00000] end | stacks=[{'seat': 0, 'stack': 12050}, {'seat': 1, 'stack': 5950}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00001] start | button=Seat 1
[hand H-20251113-00001] end | stacks=[{'seat': 0, 'stack': 12100}, {'seat': 1, 'stack': 5900}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00002] start | button=Prometheus (A)
[hand H-20251113-00002] end | stacks=[{'seat': 0, 'stack': 12200}, {'seat': 1, 'stack': 5800}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00003] start | button=Seat 1
[hand H-20251113-00003] end | stacks=[{'seat': 0, 'stack': 12250}, {'seat': 1, 'stack': 5750}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00004] start | button=Prometheus (A)
[hand H-20251113-00004] end | stacks=[{'seat': 0, 'stack': 6500}, {'seat': 1, 'stack': 11500}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00005] start | button=Seat 1
[hand H-20251113-00005] end | stacks=[{'seat': 0, 'stack': 6550}, {'seat': 1, 'stack': 11450}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00006] start | button=Prometheus (A)
[hand H-20251113-00006] end | stacks=[{'seat': 0, 'stack': 6500}, {'seat': 1, 'stack': 11500}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00007] start | button=Seat 1
[hand H-20251113-00007] end | stacks=[{'seat': 0, 'stack': 6550}, {'seat': 1, 'stack': 11450}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00008] start | button=Prometheus (A)
[hand H-20251113-00008] end | stacks=[{'seat': 0, 'stack': 6650}, {'seat': 1, 'stack': 11350}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00009] start | button=Seat 1
[hand H-20251113-00009] end | stacks=[{'seat': 0, 'stack': 6700}, {'seat': 1, 'stack': 11300}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00010] start | button=Prometheus (A)
[hand H-20251113-00010] end | stacks=[{'seat': 0, 'stack': 13400}, {'seat': 1, 'stack': 4600}, {'seat': 2, 'stack': 0}]
[hand H-20251113-00011] start | button=Seat 1
[hand H-20251113-00011] end | stacks=[{'seat': 0, 'stack': 13300}, {'seat': 1, 'stack': 4700}, {'seat': 2, 'stack': 0}]
